job_id,job_title,company_name,location,city,state,workType,sector,industry,contractType,experienceLevel,job_position,experience,source
3811289747,Software Engineer,Wipro,"India, ",India,,Information Technology,Information Services,,Full-time,Mid-Senior level,,,Linkedln
3802926942,Web Application Developer,Godrej Group,"Mumbai, Maharashtra",Mumbai,Maharashtra,Information Technology,IT Services and IT Consulting,,Full-time,Associate,,,Linkedln
3820047575,Software Engineer,Indus Valley Partners,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,Engineering and Information Technology,Pharmaceutical Manufacturing,,Full-time,Entry level,,,Linkedln
3819513764,SDE-I (Full-stack Developer),Mindtickle,"Pune, Maharashtra",Pune,Maharashtra,Engineering and Information Technology,Software Development,,Full-time,Entry level,,,Linkedln
3803770304,Software Engineer,HCLTech,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3800928532,Web Developer,Sumago Infotech Pvt. Ltd.,"Nashik, Maharashtra",Nashik,Maharashtra,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Entry level,,,Linkedln
3792625600,Web Developer,Xerago,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Engineering and Information Technology,"Technology, Information and Internet",,Full-time,Executive,,,Linkedln
3800542169,Software Engineer,Mastercard,"Pune, Maharashtra",Pune,Maharashtra,Engineering,Financial Services,,Full-time,Associate,,,Linkedln
3805251150,Software Engineer,Traveloka,"Greater Coimbatore Area, ",Greater Coimbatore Area,,Engineering and Information Technology,Software Development,,Full-time,Entry level,,,Linkedln
3803634884,Software Engineer- 2,Microsoft,"Hyderabad, Telangana",Hyderabad,Telangana,Engineering and Information Technology,Software Development,,Full-time,Not Applicable,,,Linkedln
3809838697,"Software Engineer, Machine Learning, Google Ads",Google,"Hyderabad, Telangana",Hyderabad,Telangana,Information Technology and Engineering,"Information Services and Technology, Information and Internet",,Full-time,Not Applicable,,,Linkedln
3791739232,Software Engineer 2,Intuit,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering,Software Development,,Full-time,Associate,,,Linkedln
3792397846,Web Developer,livecristle,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Retail Groceries,,Full-time,Executive,,,Linkedln
3785003449,SDE 1,Nymble,"Bengaluru, Karnataka",Bengaluru,Karnataka,,,,,Full-time,,,Linkedln
3808384874,Software Engineer,Infinite Computer Solutions,"Gurgaon, Haryana",Gurgaon,Haryana,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Entry level,,,Linkedln
3820650461,React Developer,Coforge,"Pune, Maharashtra",Pune,Maharashtra,Analyst,Software Development,,Full-time,Mid-Senior level,,,Linkedln
3820323356,Associate Software Engineer,aeroqube inc.,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,Engineering,"Technology, Information and Media",,Full-time,Entry level,,,Linkedln
3793588233,Software Engineer,Microsoft,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Software Development,,Full-time,Not Applicable,,,Linkedln
3813191412,"Software Engineer, AI Platform",LinkedIn,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering,"IT Services and IT Consulting and Technology, Information and Internet",,Full-time,Not Applicable,,,Linkedln
3820016159,Software Development,Crunchy Fashion Private Limited,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,Engineering and Information Technology,"Technology, Information and Internet",,Internship,Entry level,,,Linkedln
3810263778,Software Engineer - Intern,Hypersonix Inc.,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Internet Publishing,,Internship,Entry level,,,Linkedln
3813168879,Fresher Software Engineer,Willware Technologies,"India, ",India,,,,,,Full-time,,,Linkedln
3816935576,Web Developer,Acme Services,"Mumbai, Maharashtra",Mumbai,Maharashtra,Other,Human Resources Services,,Full-time,Entry level,,,Linkedln
3818959820,"Software Engineer Intern, Frontend",Houseware,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Software Development,,Other,Internship,,,Linkedln
3819572337,Software Engineer I,Gilbarco Veeder-Root,"Mumbai, Maharashtra",Mumbai,Maharashtra,Engineering and Information Technology,Software Development and Financial Services,,Full-time,Entry level,,,Linkedln
3792619966,Web Developer,Tradenfill,"Delhi, Delhi",Delhi,Delhi,Engineering and Information Technology,Software Development and Medical Practices,,Full-time,Associate,,,Linkedln
3809891549,Web DevelopeR - pune,"DC Consultants(India,USA,Australia,GCC)","Pune, Maharashtra",Pune,Maharashtra,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Entry level,,,Linkedln
3817749770,Java Developer,GVR BUSINESS TRANSFORMS,"Kochi, Kerala",Kochi,Kerala,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Entry level,,,Linkedln
3792610487,Web Developer,rankmantra,"Dehradun, Uttarakhand",Dehradun,Uttarakhand,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Executive,,,Linkedln
3809770059,Web Developer,Ramyoz,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,Engineering and Information Technology,Human Resources Services,,Full-time,Entry level,,,Linkedln
3799625033,web developer,Times And Trends Academy,"Pune, Maharashtra",Pune,Maharashtra,Engineering and Information Technology,Education Administration Programs,,Full-time,Mid-Senior level,,,Linkedln
3803071430,Software Engineer,Microsoft,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,Engineering and Information Technology,Software Development,,Full-time,Not Applicable,,,Linkedln
3792620384,Web Developer,Tradenfill,"Delhi, Delhi",Delhi,Delhi,Engineering and Information Technology,Software Development and Medical Practices,,Full-time,Associate,,,Linkedln
3812590585,Software Developer,Cytrion Software Solutions Pvt Ltd,"Hyderabad, Telangana",Hyderabad,Telangana,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Entry level,,,Linkedln
3792392088,Web Developer,Careernet,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Associate,,,Linkedln
3792392967,React JS Developer- Software Engineer,Hashone Careers,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Associate,,,Linkedln
3819593974,Software engineer (Remote),InfiHire,"India, ",India,,Engineering and Information Technology,"Technology, Information and Internet",,Full-time,Associate,,,Linkedln
3800921273,Web Developer,Raga Designers,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Entry level,,,Linkedln
3785058018,Software Engineer - UI,Turvo Inc.,"Hyderabad, Telangana",Hyderabad,Telangana,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",,Full-time,Not Applicable,,,Linkedln
3778731751,Software Engineer Intern,Thena,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,"Technology, Information and Internet",,Internship,Internship,,,Linkedln
3809010146,InsuranceDekho - Full Stack Software Development Engineer I - React.js/Node.js,InsuranceDekho,"Gurugram, Haryana",Gurugram,Haryana,Information Technology,"Software Development, Technology, Information and Internet, and Technology, Information and Media",,Full-time,Entry level,,,Linkedln
3593849308,Software Development Engineer 1 - Frontend,YO HR Consultancy,"Bengaluru North, Karnataka",Bengaluru North,Karnataka,Engineering and Information Technology,Business Consulting and Services,,Full-time,Executive,,,Linkedln
3809195454,SDE 1,Multi Recruit,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3816932110,Junior Full Stack Engineer,Cloud Counselage Pvt. Ltd.,"Malad, Maharashtra",Malad,Maharashtra,Other,IT Services and IT Consulting,,Full-time,Entry level,,,Linkedln
3816928638,web developer,CIEL HR,"Gurgaon, Haryana",Gurgaon,Haryana,Other,IT Services and IT Consulting,,Full-time,Entry level,,,Linkedln
3792624376,Web Developer,Teqto Infotech,"Rajkot, Gujarat",Rajkot,Gujarat,Engineering and Information Technology,Software Development,,Full-time,Executive,,,Linkedln
3798808572,Full Stack Software Engineer,Flair Labs,"Mumbai, Maharashtra",Mumbai,Maharashtra,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Entry level,,,Linkedln
3775457542,SDE 2 - Backend,Jar,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",,Full-time,Not Applicable,,,Linkedln
3773550827,Software Development Engineer - II (Backend),Upstox,"Mumbai, Maharashtra",Mumbai,Maharashtra,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",,Full-time,Not Applicable,,,Linkedln
3792601943,Junior Web Developer,Mindsphere IT Solutions Pvt Ltd,"Greater Kolkata Area, ",Greater Kolkata Area,,Engineering and Information Technology,Information Technology & Services,,Full-time,Executive,,,Linkedln
3582327975,Web Developer (Front-End),Altorise,"Mumbai, Maharashtra",Mumbai,Maharashtra,Engineering and Information Technology,Advertising Services,,Full-time,Entry level,,,Linkedln
3800924011,Upstox - Software Development Engineer - II/III (Frontend),Upstox,"Mumbai, Maharashtra",Mumbai,Maharashtra,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Mid-Senior level,,,Linkedln
3816935294,React Developer,Quantified HR Private Limited,"Gurgaon, Haryana",Gurgaon,Haryana,Other,IT Services and IT Consulting,,Full-time,Entry level,,,Linkedln
3816930998,full Stack Developer,GM Infotech,"Mumbai, Maharashtra",Mumbai,Maharashtra,Other,Marketing Services,,Full-time,Entry level,,,Linkedln
3788958360,Software Engineer 2,Microsoft,"Hyderabad, Telangana",Hyderabad,Telangana,Engineering and Information Technology,Software Development,,Full-time,Not Applicable,,,Linkedln
3792392041,Web Developer,CN Solutions,"Mumbai, Maharashtra",Mumbai,Maharashtra,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Associate,,,Linkedln
3788268087,Software Engineer - Frontend,Yugen.ai,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology and Engineering,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet",,Full-time,Entry level,,,Linkedln
3785373845,Junior Frontend Web Developer,BuildBear Labs,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Blockchain Services,,Full-time,Entry level,,,Linkedln
3800936624,Jr. Web Developer,Communication Crafts,"Ahmedabad, Gujarat",Ahmedabad,Gujarat,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Entry level,,,Linkedln
3809134536,Data Scientist I,Urban Company,"Gurugram, Haryana",Gurugram,Haryana,Analyst,IT Services and IT Consulting,,Full-time,Associate,,,Linkedln
3811707057,Data Scientist (AI/ML),Tata Technologies,"Pune, Maharashtra",Pune,Maharashtra,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,,Full-time,Mid-Senior level,,,Linkedln
3806107341,Data Scientist- BLR HYD GGN,Genpact,"Bengaluru, Karnataka",Bengaluru,Karnataka,"Consulting, Information Technology, and Engineering","IT Services and IT Consulting, Manufacturing, and Financial Services",,Full-time,Mid-Senior level,,,Linkedln
3807735817,Data Scientist,LTIMindtree,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3799274112,Data Scientist,IQVIA,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology,Hospitals and Health Care,,Full-time,Mid-Senior level,,,Linkedln
3820653650,Data Science,Dimensions HRD Consultants,"Gurugram, Haryana",Gurugram,Haryana,Engineering and Information Technology,Banking,,Full-time,Mid-Senior level,,,Linkedln
3798111972,Data Scientist,LTIMindtree,"Pune, Maharashtra",Pune,Maharashtra,Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3787669052,Data Scientist (People & HR Analytics),Endeavor,"Bengaluru, Karnataka",Bengaluru,Karnataka,Analyst and Research,Spectator Sports and Entertainment Providers,,Full-time,Associate,,,Linkedln
3798774784,Data Scientist,IndusInd Bank,"Gurugram, Haryana",Gurugram,Haryana,Analyst,Banking,,Full-time,Mid-Senior level,,,Linkedln
3800671150,Data Scientist,LTIMindtree,"Bangalore Urban, Karnataka",Bangalore Urban,Karnataka,Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3803006513,Data Scientist,Tech Mahindra,"Pune, Maharashtra",Pune,Maharashtra,Information Technology,Information Services,,Full-time,Mid-Senior level,,,Linkedln
3815661772,Data Scientist,LTIMindtree,"Pune, Maharashtra",Pune,Maharashtra,"Consulting, Business Development, and Engineering","IT Services and IT Consulting, IT System Training and Support, and IT System Data Services",,Full-time,Executive,,,Linkedln
3798781446,Machine Learning Engineer,IndusInd Bank,"Gurugram, Haryana",Gurugram,Haryana,Analyst,Banking and Financial Services,,Full-time,Mid-Senior level,,,Linkedln
3804187760,Data Scientist (People & HR Analytics),Endeavor,"Gurugram, Haryana",Gurugram,Haryana,Analyst and Research,Spectator Sports and Entertainment Providers,,Full-time,Associate,,,Linkedln
3805677261,Data Scientist,LTIMindtree,"Bangalore Urban, Karnataka",Bangalore Urban,Karnataka,Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3815659864,Data Scientist,LTIMindtree,"Mumbai, Maharashtra",Mumbai,Maharashtra,Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3809658209,Data Scientist,Spinny,"Gurugram, Haryana",Gurugram,Haryana,"Engineering, Information Technology, and Other","Software Development and Technology, Information and Internet",,Full-time,Associate,,,Linkedln
3809364262,Data Scientist,Fusemachines,"Pune, Maharashtra",Pune,Maharashtra,Engineering and Information Technology,Internet Publishing,,Contract,Mid-Senior level,,,Linkedln
3796389529,Data Scientist,Infosys Finacle,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Engineering and Information Technology,Software Development,,Full-time,Mid-Senior level,,,Linkedln
3816735526,Data Scientist,Joveo,"Bangalore Urban, Karnataka",Bangalore Urban,Karnataka,Engineering,Software Development,,Full-time,Associate,,,Linkedln
3802293914,"Data Scientist, Research, Search",Google,"Bengaluru, Karnataka",Bengaluru,Karnataka,"General Business, Strategy/Planning, and Consulting","Information Services and Technology, Information and Internet",,Full-time,Not Applicable,,,Linkedln
3803884544,Data Scientist,Tietoevry,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3794657282,Data Scientist - Image Processing,Philips,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology and Engineering,Hospitals and Health Care,,Full-time,Mid-Senior level,,,Linkedln
3803046910,Data Scientist,SLB,"Pune, Maharashtra",Pune,Maharashtra,Information Technology,Software Development and Oil and Gas,,Full-time,Associate,,,Linkedln
3817004185,AI/ML Developer,Nexus Hire,"India, ",India,,Engineering and Information Technology,Human Resources Services,,Full-time,Associate,,,Linkedln
3593848833,Machine Learning Engineer,YO HR Consultancy,"Bengaluru North, Karnataka",Bengaluru North,Karnataka,Engineering and Information Technology,Business Consulting and Services,,Full-time,Associate,,,Linkedln
3818296447,AI ENGINEER,Nexus Hire,"Pune, Maharashtra",Pune,Maharashtra,Engineering and Information Technology,Human Resources Services,,Full-time,Mid-Senior level,,,Linkedln
3787155611,AI and Machine Learning Engineer,Liangtuang Technologies,"Greater Delhi Area, ",Greater Delhi Area,,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Associate,,,Linkedln
3816858360,Data Scientist,Plofold Technologies Pvt. Ltd.,"Bengaluru, Karnataka",Bengaluru,Karnataka,,,,,Full-time,,,Linkedln
3820744691,Python developer,deployd.io,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Associate,,,Linkedln
3810783431,Machine Learning Ops Engineer,Tamcherry - Zaportiv,"Mumbai, Maharashtra",Mumbai,Maharashtra,Engineering and Information Technology,Information Technology & Services,,Full-time,Entry level,,,Linkedln
3816416821,Machine Learning,Reach Skyline,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Engineering and Information Technology,Advertising Services,,Internship,Entry level,,,Linkedln
3795112977,Machine Learning Engineer - Python,Vizolt Tech Solutions Pvt Ltd,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology,"Software Development, Technology, Information and Internet, and Data Infrastructure and Analytics",,Full-time,Entry level,,,Linkedln
3807971903,Machine Learning Engineer,H2O.ai,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Internet Publishing,,Full-time,Mid-Senior level,,,Linkedln
3815528257,Lead Data Scientist,Epsilon India,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology,Information Services,,Full-time,Mid-Senior level,,,Linkedln
3813996435,"Data Scientists (All levels), Analytical Chemistry",Braintrust,"India, ",India,,Engineering and Information Technology,"Technology, Information and Internet",,Full-time,Entry level,,,Linkedln
3820173326,Data Scientist,Sanofi,"Hyderabad, Telangana",Hyderabad,Telangana,Engineering and Information Technology,"Chemical Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing",,Full-time,Mid-Senior level,,,Linkedln
3811908825,Machine Learning Engineer (Python / NLP),MeetRecord,"Bengaluru, Karnataka",Bengaluru,Karnataka,Engineering and Information Technology,Software Development,,Full-time,Entry level,,,Linkedln
3781424642,MACHINE LEARNING AI PLATFORM ENGINEER,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant","Bangalore Urban, Karnataka",Bangalore Urban,Karnataka,Engineering and Information Technology,Staffing and Recruiting,,Full-time,Entry level,,,Linkedln
3813636160,Python Developer,Fusion Plus Solutions Inc,"Hyderabad, Telangana",Hyderabad,Telangana,Information Technology,Information Technology & Services,,Full-time,Entry level,,,Linkedln
3809631662,Senior Data Scientist,InfoVision Inc.,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3820355499,Data Scientist,66degrees,"Mysuru, Karnataka",Mysuru,Karnataka,Engineering and Information Technology,Business Consulting and Services,,Full-time,Entry level,,,Linkedln
3777851317,Machine Learning Engineer,56 Secure,"Bengaluru, Karnataka",Bengaluru,Karnataka,"Information Technology, Analyst, and Engineering","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",,Full-time,Entry level,,,Linkedln
3815656601,Applied Scientist,Microsoft,"Hyderabad, Telangana",Hyderabad,Telangana,"Research, Analyst, and Information Technology",Software Development,,Full-time,Not Applicable,,,Linkedln
3813458005,AI/ML Engineer,K-RY Tech Advisory,"Indore, Madhya Pradesh",Indore,Madhya Pradesh,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3815685674,Lead Data Scientist,Piramal Capital & Housing Finance Limited,"Bengaluru, Karnataka",Bengaluru,Karnataka,"Information Technology, Analyst, and Engineering","Banking, Financial Services, and Accounting",,Full-time,Mid-Senior level,,,Linkedln
3815641608,Senior Machine Learning Engineer,VerSe Innovation,"Bangalore Urban, Karnataka",Bangalore Urban,Karnataka,"Engineering, Information Technology, and Design","Software Development, Broadcast Media Production and Distribution, and Entertainment Providers",,Full-time,Mid-Senior level,,,Linkedln
3804565230,Machine Learning Engineer - Python/SQL,Infiniti Research Ltd.,"Bengaluru, Karnataka",Bengaluru,Karnataka,Information Technology,"Software Development, Technology, Information and Internet, and Data Infrastructure and Analytics",,Full-time,Entry level,,,Linkedln
3769420853,"Software Engineer - NLP, Machine Learning",Forsta,"Trivandrum, Kerala",Trivandrum,Kerala,Engineering,Software Development,,Full-time,Mid-Senior level,,,Linkedln
3600599576,Data Scientist - II,YO HR Consultancy,"Bengaluru North, Karnataka",Bengaluru North,Karnataka,Engineering and Information Technology,Business Consulting and Services,,Full-time,Mid-Senior level,,,Linkedln
3811216077,Data Scientist,IBM,"Bengaluru East, Karnataka",Bengaluru East,Karnataka,Information Technology,Computer Hardware Manufacturing,,Full-time,Not Applicable,,,Linkedln
3630108707,Data Scientist,Optimum Data Analytics,"Pune, Maharashtra",Pune,Maharashtra,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
3806114883,Data Scientist,Ental,"India, ",India,,Engineering and Information Technology,IT Services and IT Consulting,,Full-time,Mid-Senior level,,,Linkedln
