Job Title,Company Name,Experience (In Years),Experience Category,Industry,City,State,Country,Source
AI/ML Development,Infogain,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Naukri
AI/ML Development,Infogain,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Pune,Maharashtra,India,Naukri
AI/ML Development,Infogain,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Mumbai,Maharashtra,India,Naukri
S&C GN - T&O - Comms Media - Specialist,Accenture,10.5,Lead,Other,Mumbai,Maharashtra,India,Naukri
S&C GN - T&O - Comms Media - Specialist,Accenture,10.5,Lead,Other,Pune,Maharashtra,India,Naukri
S&C GN - T&O - Comms Media - Specialist,Accenture,10.5,Lead,Other,Bengaluru,Karnataka,India,Naukri
Automation Test Engineer with Selenium and Java,Capgemini,6.5,Senior,Quality Assurance / Testing,Pune,Maharashtra,India,Naukri
Automation Test Engineer with Selenium and Java,Capgemini,6.5,Senior,Quality Assurance / Testing,Gurgaon,Haryana,India,Naukri
Automation Test Engineer with Selenium and Java,Capgemini,6.5,Senior,Quality Assurance / Testing,Mumbai,Maharashtra,India,Naukri
"Hexaware Hiring For MSBI Full Stack Developer- SSIS,SSAS,SSRS.",Hexaware Technologies,6.5,Senior,Software Development,Pune,Maharashtra,India,Naukri
"Hexaware Hiring For MSBI Full Stack Developer- SSIS,SSAS,SSRS.",Hexaware Technologies,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
"Hexaware Hiring For MSBI Full Stack Developer- SSIS,SSAS,SSRS.",Hexaware Technologies,6.5,Senior,Software Development,Mumbai,Maharashtra,India,Naukri
Devops Engineer,Infogain,4.0,Mid-Level,DevOps,Noida,Uttar Pradesh,India,Naukri
Devops Engineer,Infogain,4.0,Mid-Level,DevOps,Pune,Maharashtra,India,Naukri
Devops Engineer,Infogain,4.0,Mid-Level,DevOps,Mumbai,Maharashtra,India,Naukri
GN-Comms & Media -Mobile Private Networks Senior Manager,Accenture,10.5,Lead,Management,Mumbai,Maharashtra,India,Naukri
GN-Comms & Media -Mobile Private Networks Senior Manager,Accenture,10.5,Lead,Management,Pune,Maharashtra,India,Naukri
GN-Comms & Media -Mobile Private Networks Senior Manager,Accenture,10.5,Lead,Management,Gurgaon,Haryana,India,Naukri
Technical Account Manager,Infogain,13.5,Manager,Management,Noida,Uttar Pradesh,India,Naukri
Technical Account Manager,Infogain,13.5,Manager,Management,Pune,Maharashtra,India,Naukri
Technical Account Manager,Infogain,13.5,Manager,Management,Mumbai,Maharashtra,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Kolkata,West Bengal,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Mumbai,Maharashtra,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,New Delhi,Delhi,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Hyderabad,Telangana,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Pune,Maharashtra,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Chennai,Tamil Nadu,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Kolkata,West Bengal,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Mumbai,Maharashtra,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,New Delhi,Delhi,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Hyderabad,Telangana,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Pune,Maharashtra,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Chennai,Tamil Nadu,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Bengaluru,Karnataka,India,Naukri
S&C GN - Strategy - MC - Industry X - Capital Projects - Manager,Accenture,13.0,Manager,Management,Mumbai,Maharashtra,India,Naukri
S&C GN - Strategy - MC - Industry X - Capital Projects - Manager,Accenture,13.0,Manager,Management,Pune,Maharashtra,India,Naukri
S&C GN - Strategy - MC - Industry X - Capital Projects - Manager,Accenture,13.0,Manager,Management,Bengaluru,Karnataka,India,Naukri
S&CGN - Tech Strategy & Advisory - Data on Cloud - Manager,Accenture,12.5,Manager,Cloud,Mumbai,Maharashtra,India,Naukri
S&CGN - Tech Strategy & Advisory - Data on Cloud - Manager,Accenture,12.5,Manager,Cloud,Pune,Maharashtra,India,Naukri
S&CGN - Tech Strategy & Advisory - Data on Cloud - Manager,Accenture,12.5,Manager,Cloud,Bengaluru,Karnataka,India,Naukri
S&C Global Network- Strategy- Production & Operations Consultant,Accenture,7.5,Senior,Consulting,Mumbai,Maharashtra,India,Naukri
S&C Global Network- Strategy- Production & Operations Consultant,Accenture,7.5,Senior,Consulting,New Delhi,Delhi,India,Naukri
S&C Global Network- Strategy- Production & Operations Consultant,Accenture,7.5,Senior,Consulting,Pune,Maharashtra,India,Naukri
SS&C Global Network - Strategy - MC - Industry X Smart Connected,Accenture,14.0,Manager,Other,Mumbai,Maharashtra,India,Naukri
SS&C Global Network - Strategy - MC - Industry X Smart Connected,Accenture,14.0,Manager,Other,Pune,Maharashtra,India,Naukri
SS&C Global Network - Strategy - MC - Industry X Smart Connected,Accenture,14.0,Manager,Other,Bengaluru,Karnataka,India,Naukri
GN - Industry Utilities- Water Solution Architect,Accenture,13.0,Manager,Software Development,Mumbai,Maharashtra,India,Naukri
GN - Industry Utilities- Water Solution Architect,Accenture,13.0,Manager,Software Development,Pune,Maharashtra,India,Naukri
GN - Industry Utilities- Water Solution Architect,Accenture,13.0,Manager,Software Development,Gurgaon,Haryana,India,Naukri
Asst. Manager- Civil Maintenance (Retail),DMart,2.5,Junior,Finance,Mumbai,Maharashtra,India,Naukri
Asst. Manager- Civil Maintenance (Retail),DMart,2.5,Junior,Finance,Jaipur,Rajasthan,India,Naukri
Asst. Manager- Civil Maintenance (Retail),DMart,2.5,Junior,Finance,Bengaluru,Karnataka,India,Naukri
GN - Management Consulting - Life Sciences - Analyst,Accenture,0.5,Entry,Consulting,Mumbai,Maharashtra,India,Naukri
GN - Management Consulting - Life Sciences - Analyst,Accenture,0.5,Entry,Consulting,Gurgaon,Haryana,India,Naukri
GN - Management Consulting - Life Sciences - Analyst,Accenture,0.5,Entry,Consulting,Bengaluru,Karnataka,India,Naukri
Customer Support Executive- (Fresher & Exp) -Bangalore,2coms,2.5,Junior,Other,Navi Mumbai,Maharashtra,India,Naukri
Associate (Supply / Field Sales) || Stanza Living,Stanza Living,4.5,Mid-Level,Buisness Analytics,Pune,Maharashtra,India,Naukri
Associate (Supply / Field Sales) || Stanza Living,Stanza Living,4.5,Mid-Level,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
Associate/Senior Associate-IP and Corporate Law,S S Rana & Co,5.5,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
Associate/Senior Associate-IP and Corporate Law,S S Rana & Co,5.5,Mid-Level,Other,Hyderabad,Telangana,India,Naukri
Associate/Senior Associate-IP and Corporate Law,S S Rana & Co,5.5,Mid-Level,Other,Pune,Maharashtra,India,Naukri
Associate/Senior Associate-IP and Corporate Law,S S Rana & Co,5.5,Mid-Level,Other,Chennai,Tamil Nadu,India,Naukri
Associate/Senior Associate-IP and Corporate Law,S S Rana & Co,5.5,Mid-Level,Other,Ahmedabad,Gujarat,India,Naukri
Associate/Senior Associate-IP and Corporate Law,S S Rana & Co,5.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
S&C GN CFO&EV -TAX - Consultant,Accenture,4.5,Mid-Level,Consulting,Mumbai,Maharashtra,India,Naukri
S&C GN CFO&EV -TAX - Consultant,Accenture,4.5,Mid-Level,Consulting,Pune,Maharashtra,India,Naukri
S&C GN CFO&EV -TAX - Consultant,Accenture,4.5,Mid-Level,Consulting,Gurgaon,Haryana,India,Naukri
AI/ML Development,Infogain,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Naukri
AI/ML Development,Infogain,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Pune,Maharashtra,India,Naukri
AI/ML Development,Infogain,3.5,Mid-Level,Artificial Intelligence / Machine Learning,Mumbai,Maharashtra,India,Naukri
S&C GN - T&O - Comms Media - Specialist,Accenture,10.5,Lead,Other,Mumbai,Maharashtra,India,Naukri
S&C GN - T&O - Comms Media - Specialist,Accenture,10.5,Lead,Other,Pune,Maharashtra,India,Naukri
S&C GN - T&O - Comms Media - Specialist,Accenture,10.5,Lead,Other,Bengaluru,Karnataka,India,Naukri
Automation Test Engineer with Selenium and Java,Capgemini,6.5,Senior,Quality Assurance / Testing,Pune,Maharashtra,India,Naukri
Automation Test Engineer with Selenium and Java,Capgemini,6.5,Senior,Quality Assurance / Testing,Gurgaon,Haryana,India,Naukri
Automation Test Engineer with Selenium and Java,Capgemini,6.5,Senior,Quality Assurance / Testing,Mumbai,Maharashtra,India,Naukri
"Hexaware Hiring For MSBI Full Stack Developer- SSIS,SSAS,SSRS.",Hexaware Technologies,6.5,Senior,Software Development,Pune,Maharashtra,India,Naukri
"Hexaware Hiring For MSBI Full Stack Developer- SSIS,SSAS,SSRS.",Hexaware Technologies,6.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
"Hexaware Hiring For MSBI Full Stack Developer- SSIS,SSAS,SSRS.",Hexaware Technologies,6.5,Senior,Software Development,Mumbai,Maharashtra,India,Naukri
Devops Engineer,Infogain,4.0,Mid-Level,DevOps,Noida,Uttar Pradesh,India,Naukri
Devops Engineer,Infogain,4.0,Mid-Level,DevOps,Pune,Maharashtra,India,Naukri
Devops Engineer,Infogain,4.0,Mid-Level,DevOps,Mumbai,Maharashtra,India,Naukri
GN-Comms & Media -Mobile Private Networks Senior Manager,Accenture,10.5,Lead,Management,Mumbai,Maharashtra,India,Naukri
GN-Comms & Media -Mobile Private Networks Senior Manager,Accenture,10.5,Lead,Management,Pune,Maharashtra,India,Naukri
GN-Comms & Media -Mobile Private Networks Senior Manager,Accenture,10.5,Lead,Management,Gurgaon,Haryana,India,Naukri
Technical Account Manager,Infogain,13.5,Manager,Management,Noida,Uttar Pradesh,India,Naukri
Technical Account Manager,Infogain,13.5,Manager,Management,Pune,Maharashtra,India,Naukri
Technical Account Manager,Infogain,13.5,Manager,Management,Mumbai,Maharashtra,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Kolkata,West Bengal,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Mumbai,Maharashtra,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,New Delhi,Delhi,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Hyderabad,Telangana,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Pune,Maharashtra,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Chennai,Tamil Nadu,India,Naukri
Sr Software Engineer - Java,Photon,11.0,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Kolkata,West Bengal,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Mumbai,Maharashtra,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,New Delhi,Delhi,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Hyderabad,Telangana,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Pune,Maharashtra,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Chennai,Tamil Nadu,India,Naukri
Principal Technical Account Representative (TAM) - SAAS,Oracle,6.0,Mid-Level,Information Technology,Bengaluru,Karnataka,India,Naukri
S&C GN - Strategy - MC - Industry X - Capital Projects - Manager,Accenture,13.0,Manager,Management,Mumbai,Maharashtra,India,Naukri
S&C GN - Strategy - MC - Industry X - Capital Projects - Manager,Accenture,13.0,Manager,Management,Pune,Maharashtra,India,Naukri
S&C GN - Strategy - MC - Industry X - Capital Projects - Manager,Accenture,13.0,Manager,Management,Bengaluru,Karnataka,India,Naukri
S&CGN - Tech Strategy & Advisory - Data on Cloud - Manager,Accenture,12.5,Manager,Cloud,Mumbai,Maharashtra,India,Naukri
S&CGN - Tech Strategy & Advisory - Data on Cloud - Manager,Accenture,12.5,Manager,Cloud,Pune,Maharashtra,India,Naukri
S&CGN - Tech Strategy & Advisory - Data on Cloud - Manager,Accenture,12.5,Manager,Cloud,Bengaluru,Karnataka,India,Naukri
S&C Global Network- Strategy- Production & Operations Consultant,Accenture,7.5,Senior,Consulting,Mumbai,Maharashtra,India,Naukri
S&C Global Network- Strategy- Production & Operations Consultant,Accenture,7.5,Senior,Consulting,New Delhi,Delhi,India,Naukri
S&C Global Network- Strategy- Production & Operations Consultant,Accenture,7.5,Senior,Consulting,Pune,Maharashtra,India,Naukri
SS&C Global Network - Strategy - MC - Industry X Smart Connected,Accenture,14.0,Manager,Other,Mumbai,Maharashtra,India,Naukri
SS&C Global Network - Strategy - MC - Industry X Smart Connected,Accenture,14.0,Manager,Other,Pune,Maharashtra,India,Naukri
SS&C Global Network - Strategy - MC - Industry X Smart Connected,Accenture,14.0,Manager,Other,Bengaluru,Karnataka,India,Naukri
GN - Industry Utilities- Water Solution Architect,Accenture,13.0,Manager,Software Development,Mumbai,Maharashtra,India,Naukri
GN - Industry Utilities- Water Solution Architect,Accenture,13.0,Manager,Software Development,Pune,Maharashtra,India,Naukri
GN - Industry Utilities- Water Solution Architect,Accenture,13.0,Manager,Software Development,Gurgaon,Haryana,India,Naukri
GN-Industrial- Traffic Management - Industrial,Accenture,3.5,Mid-Level,Management,Mumbai,Maharashtra,India,Naukri
GN-Industrial- Traffic Management - Industrial,Accenture,3.5,Mid-Level,Management,Pune,Maharashtra,India,Naukri
GN-Industrial- Traffic Management - Industrial,Accenture,3.5,Mid-Level,Management,Chennai,Tamil Nadu,India,Naukri
GN - SONG - C&S - Japan Bilingual - Manager,Accenture,4.0,Mid-Level,Management,Mumbai,Maharashtra,India,Naukri
GN - SONG - C&S - Japan Bilingual - Manager,Accenture,4.0,Mid-Level,Management,Gurgaon,Haryana,India,Naukri
GN - SONG - C&S - Japan Bilingual - Manager,Accenture,4.0,Mid-Level,Management,Bengaluru,Karnataka,India,Naukri
GN- Comms & Media - Media - Consultant,Accenture,3.5,Mid-Level,Consulting,Mumbai,Maharashtra,India,Naukri
GN- Comms & Media - Media - Consultant,Accenture,3.5,Mid-Level,Consulting,Gurgaon,Haryana,India,Naukri
GN- Comms & Media - Media - Consultant,Accenture,3.5,Mid-Level,Consulting,Bengaluru,Karnataka,India,Naukri
GN - SC&O - S&P - CLM - Consultant,Accenture,3.0,Junior,Consulting,Mumbai,Maharashtra,India,Naukri
GN - SC&O - S&P - CLM - Consultant,Accenture,3.0,Junior,Consulting,Gurgaon,Haryana,India,Naukri
GN - SC&O - S&P - CLM - Consultant,Accenture,3.0,Junior,Consulting,Bengaluru,Karnataka,India,Naukri
GN- Software & Platforms - Platforms Strategist - Consultant,Accenture,3.5,Mid-Level,Software Development,Mumbai,Maharashtra,India,Naukri
GN- Software & Platforms - Platforms Strategist - Consultant,Accenture,3.5,Mid-Level,Software Development,Gurgaon,Haryana,India,Naukri
GN- Software & Platforms - Platforms Strategist - Consultant,Accenture,3.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
GN - SONG - Service - Google CCAI - Manager,Accenture,14.5,Manager,Artificial Intelligence / Machine Learning,Mumbai,Maharashtra,India,Naukri
GN - SONG - Service - Google CCAI - Manager,Accenture,14.5,Manager,Artificial Intelligence / Machine Learning,Gurgaon,Haryana,India,Naukri
GN - SONG - Service - Google CCAI - Manager,Accenture,14.5,Manager,Artificial Intelligence / Machine Learning,Chennai,Tamil Nadu,India,Naukri
S&C GN CFO&EV -TAX - Consultant,Accenture,4.5,Mid-Level,Consulting,Mumbai,Maharashtra,India,Naukri
S&C GN CFO&EV -TAX - Consultant,Accenture,4.5,Mid-Level,Consulting,Gurgaon,Haryana,India,Naukri
S&C GN CFO&EV -TAX - Consultant,Accenture,4.5,Mid-Level,Consulting,Bengaluru,Karnataka,India,Naukri
GN - SONG - MT - Content Management - Senior Manager,Accenture,14.0,Manager,Management,Mumbai,Maharashtra,India,Naukri
GN - SONG - MT - Content Management - Senior Manager,Accenture,14.0,Manager,Management,Delhi,Delhi,India,Naukri
GN - SONG - MT - Content Management - Senior Manager,Accenture,14.0,Manager,Management,Delhi,Delhi,India,Naukri
GN - SONG - MT - Content Management - Senior Manager,Accenture,14.0,Manager,Management,Bengaluru,Karnataka,India,Naukri
GN - SONG - C&S - Pricing - Consultant,Accenture,8.5,Lead,Consulting,Mumbai,Maharashtra,India,Naukri
GN - SONG - C&S - Pricing - Consultant,Accenture,8.5,Lead,Consulting,Gurgaon,Haryana,India,Naukri
GN - SONG - C&S - Pricing - Consultant,Accenture,8.5,Lead,Consulting,Bengaluru,Karnataka,India,Naukri
GN-Banking - Payments - Manager,Accenture,6.5,Senior,Management,Mumbai,Maharashtra,India,Naukri
GN-Banking - Payments - Manager,Accenture,6.5,Senior,Management,Gurgaon,Haryana,India,Naukri
GN-Banking - Payments - Manager,Accenture,6.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Kolkata,West Bengal,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Mumbai,Maharashtra,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Gandhinagar,Gujarat,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Hyderabad,Telangana,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Secunderabad,Telangana,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Pune,Maharashtra,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Chennai,Tamil Nadu,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Bengaluru,Karnataka,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Bengaluru,Karnataka,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Delhi,Delhi,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Delhi,Delhi,India,Naukri
Oracle Fusion SCM Functional Lead,Oracle,10.5,Lead,Other,Thiruvananthapuram,Kerala,India,Naukri
S&C Global Network - Strategy-MC- Digital Engineering R&D - Consultant,Accenture,5.0,Mid-Level,Software Development,Mumbai,Maharashtra,India,Naukri
S&C Global Network - Strategy-MC- Digital Engineering R&D - Consultant,Accenture,5.0,Mid-Level,Software Development,Gurgaon,Haryana,India,Naukri
S&C Global Network - Strategy-MC- Digital Engineering R&D - Consultant,Accenture,5.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
S&CGN - Tech Strategy & Advisory - Tech M&A Consultant,Accenture,17.0,Executive,Consulting,Mumbai,Maharashtra,India,Naukri
S&CGN - Tech Strategy & Advisory - Tech M&A Consultant,Accenture,17.0,Executive,Consulting,Gurgaon,Haryana,India,Naukri
S&CGN - Tech Strategy & Advisory - Tech M&A Consultant,Accenture,17.0,Executive,Consulting,Bengaluru,Karnataka,India,Naukri
GN - Strategy - MC - CFO EV Finance Operations - Manager,Accenture,10.0,Lead,Finance,Mumbai,Maharashtra,India,Naukri
GN - Strategy - MC - CFO EV Finance Operations - Manager,Accenture,10.0,Lead,Finance,Gurgaon,Haryana,India,Naukri
GN - Strategy - MC - CFO EV Finance Operations - Manager,Accenture,10.0,Lead,Finance,Bengaluru,Karnataka,India,Naukri
GN - Strategy - MC - CFO EV Enabling Technologies - Manager,Accenture,9.0,Lead,Management,Mumbai,Maharashtra,India,Naukri
GN - Strategy - MC - CFO EV Enabling Technologies - Manager,Accenture,9.0,Lead,Management,Gurgaon,Haryana,India,Naukri
GN - Strategy - MC - CFO EV Enabling Technologies - Manager,Accenture,9.0,Lead,Management,Bengaluru,Karnataka,India,Naukri
GN - SONG - Service - Microsoft CRM - Senior Manager,Accenture,15.5,Executive,Management,Mumbai,Maharashtra,India,Naukri
GN - SONG - Service - Microsoft CRM - Senior Manager,Accenture,15.5,Executive,Management,Gurgaon,Haryana,India,Naukri
GN - SONG - Service - Microsoft CRM - Senior Manager,Accenture,15.5,Executive,Management,Bengaluru,Karnataka,India,Naukri
GN-Capital Markets-Consultant,Accenture,12.5,Manager,Consulting,Mumbai,Maharashtra,India,Naukri
GN-Capital Markets-Consultant,Accenture,12.5,Manager,Consulting,Gurgaon,Haryana,India,Naukri
GN-Capital Markets-Consultant,Accenture,12.5,Manager,Consulting,Bengaluru,Karnataka,India,Naukri
S&C Global Network - Strategy - MC - Industry X - Production,Accenture,6.0,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
S&C Global Network - Strategy - MC - Industry X - Production,Accenture,6.0,Mid-Level,Other,New Delhi,Delhi,India,Naukri
S&C Global Network - Strategy - MC - Industry X - Production,Accenture,6.0,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
S&CGN - Tech Strategy & Advisory -Platform Strategy - Sr. Manager,Accenture,12.5,Manager,Management,Mumbai,Maharashtra,India,Naukri
S&CGN - Tech Strategy & Advisory -Platform Strategy - Sr. Manager,Accenture,12.5,Manager,Management,Hyderabad,Telangana,India,Naukri
S&CGN - Tech Strategy & Advisory -Platform Strategy - Sr. Manager,Accenture,12.5,Manager,Management,Bengaluru,Karnataka,India,Naukri
GN - Strategy - MC - SC&O - SC Digital Core Oracle- Manager,Accenture,10.0,Lead,Marketing,Mumbai,Maharashtra,India,Naukri
GN - Strategy - MC - SC&O - SC Digital Core Oracle- Manager,Accenture,10.0,Lead,Marketing,Gurgaon,Haryana,India,Naukri
GN - Strategy - MC - SC&O - SC Digital Core Oracle- Manager,Accenture,10.0,Lead,Marketing,Bengaluru,Karnataka,India,Naukri
"Risk, Risk Testing Group, Analyst/Associate,",Goldman Sachs,2.5,Junior,Quality Assurance / Testing,Mumbai,Maharashtra,India,Naukri
Application Support Engineer,Oracle,1.0,Junior,Software Development,Kolkata,West Bengal,India,Naukri
Application Support Engineer,Oracle,1.0,Junior,Software Development,Mumbai,Maharashtra,India,Naukri
Application Support Engineer,Oracle,1.0,Junior,Software Development,New Delhi,Delhi,India,Naukri
Application Support Engineer,Oracle,1.0,Junior,Software Development,Hyderabad,Telangana,India,Naukri
Application Support Engineer,Oracle,1.0,Junior,Software Development,Pune,Maharashtra,India,Naukri
Application Support Engineer,Oracle,1.0,Junior,Software Development,Chennai,Tamil Nadu,India,Naukri
Application Support Engineer,Oracle,1.0,Junior,Software Development,Bengaluru,Karnataka,India,Naukri
GN SC&O - S&P PT Spend Transformation Senior Manager,Accenture,3.0,Junior,Management,Mumbai,Maharashtra,India,Naukri
GN SC&O - S&P PT Spend Transformation Senior Manager,Accenture,3.0,Junior,Management,Gurgaon,Haryana,India,Naukri
GN SC&O - S&P PT Spend Transformation Senior Manager,Accenture,3.0,Junior,Management,Delhi,Delhi,India,Naukri
GN SC&O - S&P PT Spend Transformation Senior Manager,Accenture,3.0,Junior,Management,Delhi,Delhi,India,Naukri
S&C GN CFO&EV -TAX - Consultant,Accenture,4.5,Mid-Level,Consulting,Mumbai,Maharashtra,India,Naukri
Tax Senior,WPP,5.0,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
GN - Strategy - MC - CFO EV Risk and Compliance - RC Consultant,Accenture,5.5,Mid-Level,Consulting,Mumbai,Maharashtra,India,Naukri
Lead Account Solution Engineer - Public Sector,Salesforce,10.5,Lead,Software Development,Mumbai,Maharashtra,India,Naukri
ANALYST,Atos,7.0,Senior,Other,Mumbai,Maharashtra,India,Naukri
ANALYST,Atos,7.0,Senior,Other,Navi Mumbai,Maharashtra,India,Naukri
S&C Global Network - Strategy - MC - Industry X - Production,Accenture,17.5,Executive,Other,Mumbai,Maharashtra,India,Naukri
S&C Global Network - Strategy - MC - Industry X - Production,Accenture,17.5,Executive,Other,New Delhi,Delhi,India,Naukri
S&C Global Network - Strategy - MC - Industry X - Production,Accenture,17.5,Executive,Other,Gurgaon,Haryana,India,Naukri
"Sr. Application Architect, Professional Services",Amazon,9.0,Lead,Software Development,Mumbai,Maharashtra,India,Naukri
GN - SONG - MT - Marketing Automation - Manager,Accenture,10.5,Lead,Marketing,Mumbai,Maharashtra,India,Naukri
GN - SONG - MT - Marketing Automation - Manager,Accenture,10.5,Lead,Marketing,Gurgaon,Haryana,India,Naukri
GN - SONG - MT - Marketing Automation - Manager,Accenture,10.5,Lead,Marketing,Delhi,Delhi,India,Naukri
GN - SONG - MT - Marketing Automation - Manager,Accenture,10.5,Lead,Marketing,Delhi,Delhi,India,Naukri
